Samples	Sig1	Sig2	Sig3	Sig4	Sig5	Sig6	Sig7
Lung-AdenoCA::SP55309	0	0	0	1798	0	0	0
Lung-AdenoCA::SP52607	0	0	0	4008	0	0	0
Lung-AdenoCA::SP52667	0	0	0	0	33457	0	0
Lung-AdenoCA::SP51446	0	0	0	5589	0	0	0
Lung-AdenoCA::SP50592	0	0	0	5066	0	0	0
Lung-AdenoCA::SP53073	0	0	0	0	23381	0	0
Lung-SCC::SP56638	0	0	0	0	42193	0	0
Lung-SCC::SP56537	0	0	0	0	40115	0	0
Lung-SCC::SP57586	0	0	0	0	36265	0	0
Lung-SCC::SP56541	0	0	0	0	43441	0	0
Lung-SCC::SP56553	0	133882	0	0	0	0	0
Lung-SCC::SP56771	0	0	12280	0	0	0	0
Lung-SCC::SP57941	0	0	0	0	75502	0	0
Lung-SCC::SP57818	0	0	0	0	50099	0	0
Lung-SCC::SP56460	0	30279	0	0	0	0	0
Lung-SCC::SP56474	0	0	18243	0	0	0	0
Lung-SCC::SP56704	0	0	0	0	53748	0	0
Lung-SCC::SP56533	0	0	0	0	0	21610	0
Lung-SCC::SP56730	0	0	0	0	35592	0	0
Lung-SCC::SP59245	0	55120	0	0	0	0	0
Lung-SCC::SP57024	0	0	0	0	23478	0	0
Lung-SCC::SP57933	0	0	0	0	57547	0	0
Lung-SCC::SP56754	0	30083	0	0	0	0	0
Lung-SCC::SP56827	0	0	0	0	45419	0	0
Lung-SCC::SP57084	0	0	0	0	42669	0	0
Lung-SCC::SP57538	0	0	0	0	0	39949	0
Lung-SCC::SP57735	0	0	0	0	43646	0	0
Lung-SCC::SP57669	0	0	0	0	50722	0	0
Lung-SCC::SP56566	0	23230	0	0	0	0	0
Lung-SCC::SP56569	0	0	0	0	34815	0	0
Lung-SCC::SP58342	0	74224	0	0	0	0	0
Lung-SCC::SP58349	0	0	0	0	46806	0	0
Lung-SCC::SP56644	0	0	0	0	48595	0	0
Lung-SCC::SP57629	0	0	0	0	30786	0	0
Lung-SCC::SP56941	0	0	5370	0	0	0	0
Lung-SCC::SP57619	0	0	0	0	53782	0	0
Lung-SCC::SP58245	0	0	0	0	59177	0	0
Lung-SCC::SP57251	0	52103	0	0	0	0	0
Lung-SCC::SP56502	0	0	0	0	45460	0	0
Lung-SCC::SP58668	0	0	0	0	65970	0	0
Lung-SCC::SP58101	0	0	0	0	0	39530	0
Lung-SCC::SP58991	0	0	0	0	28358	0	0
Lung-SCC::SP56607	0	0	0	0	21236	0	0
Lung-SCC::SP58326	0	0	0	0	71525	0	0
Lung-SCC::SP57267	0	0	0	0	51391	0	0
Lung-SCC::SP57066	0	0	0	0	57913	0	0
Lung-SCC::SP57901	0	0	0	0	28791	0	0
Lung-SCC::SP57651	0	0	18284	0	0	0	0
Lung-SCC::SP57450	0	0	25111	0	0	0	0
Lung-SCC::SP57846	0	53964	0	0	0	0	0
Lung-SCC::SP58612	0	0	0	0	28212	0	0
Lung-SCC::SP56821	0	0	0	0	31217	0	0
Lung-SCC::SP58882	0	0	23970	0	0	0	0
Lung-SCC::SP57189	0	0	0	0	113846	0	0
Lymph-BNHL::SP127630	0	0	0	11525	0	0	0
Lymph-BNHL::SP127634	34270	0	0	0	0	0	0
Lymph-BNHL::SP127636	17673	0	0	0	0	0	0
Lymph-BNHL::SP127628	0	0	0	6977	0	0	0
Lymph-BNHL::SP127640	0	0	0	17374	0	0	0
Lymph-BNHL::SP127638	0	0	0	9775	0	0	0
Lymph-BNHL::SP127632	0	0	0	20536	0	0	0
Lymph-BNHL::SP59388	0	0	0	4013	0	0	0
Lymph-BNHL::SP116649	23055	0	0	0	0	0	0
Lymph-BNHL::SP59416	0	0	0	5654	0	0	0
Lymph-BNHL::SP124977	0	0	0	9738	0	0	0
Lymph-BNHL::SP59356	0	0	0	7453	0	0	0
Lymph-BNHL::SP116612	0	0	0	10119	0	0	0
Lymph-BNHL::SP116659	0	0	0	12857	0	0	0
Lymph-BNHL::SP116668	66901	0	0	0	0	0	0
Lymph-BNHL::SP116630	0	0	0	0	0	0	11505
Lymph-BNHL::SP59412	13890	0	0	0	0	0	0
Lymph-BNHL::SP116686	0	0	0	11018	0	0	0
Lymph-BNHL::SP116694	0	0	0	11834	0	0	0
Lymph-BNHL::SP116712	0	0	0	1607	0	0	0
Lymph-BNHL::SP116726	0	0	0	14232	0	0	0
Lymph-BNHL::SP116723	0	0	0	4122	0	0	0
Lymph-BNHL::SP59276	0	0	0	2470	0	0	0
Lymph-BNHL::SP116703	0	0	0	6825	0	0	0
Lymph-BNHL::SP59312	0	0	0	16330	0	0	0
Lymph-BNHL::SP116701	0	0	0	10000	0	0	0
Lymph-BNHL::SP59296	0	0	0	2302	0	0	0
Lymph-BNHL::SP59280	5300	0	0	0	0	0	0
Lymph-BNHL::SP59344	3149	0	0	0	0	0	0
Lymph-BNHL::SP59460	0	0	0	9112	0	0	0
Lymph-BNHL::SP59404	2282	0	0	0	0	0	0
Lymph-BNHL::SP116709	0	0	0	5258	0	0	0
Lymph-BNHL::SP59448	0	0	0	28523	0	0	0
Lymph-BNHL::SP116614	0	0	0	10504	0	0	0
Lymph-BNHL::SP59464	0	0	0	4522	0	0	0
Lymph-BNHL::SP59364	0	0	0	9197	0	0	0
Lymph-BNHL::SP116663	17039	0	0	0	0	0	0
Lymph-BNHL::SP59444	0	0	0	6661	0	0	0
Lymph-BNHL::SP116690	25558	0	0	0	0	0	0
Lymph-BNHL::SP59270	0	0	0	1959	0	0	0
Lymph-BNHL::SP59352	0	0	0	10012	0	0	0
Lymph-BNHL::SP116652	0	0	0	1742	0	0	0
Lymph-BNHL::SP116715	33100	0	0	0	0	0	0
Lymph-BNHL::SP116718	0	0	0	8794	0	0	0
Lymph-BNHL::SP116720	0	0	0	7425	0	0	0
Lymph-BNHL::SP59284	0	0	0	3940	0	0	0
Lymph-BNHL::SP116618	0	0	0	0	0	0	11134
Lymph-BNHL::SP59436	0	0	0	3014	0	0	0
Lymph-BNHL::SP116645	0	0	0	12822	0	0	0
Lymph-BNHL::SP59320	0	0	0	7024	0	0	0
Lymph-BNHL::SP116672	0	0	0	3556	0	0	0
Lymph-BNHL::SP116635	0	0	0	7684	0	0	0
Lymph-BNHL::SP59328	0	0	0	3668	0	0	0
Lymph-BNHL::SP116627	0	0	0	3314	0	0	0
Lymph-BNHL::SP116725	2082	0	0	0	0	0	0
Lymph-BNHL::SP59292	0	0	0	4175	0	0	0
Lymph-BNHL::SP116683	0	0	0	9648	0	0	0
Lymph-BNHL::SP59372	0	0	0	5568	0	0	0
Lymph-BNHL::SP116610	0	0	0	17408	0	0	0
Lymph-BNHL::SP116638	0	0	0	4237	0	0	0
Lymph-BNHL::SP59336	0	0	0	2432	0	0	0
Lymph-BNHL::SP124971	0	0	0	16708	0	0	0
Lymph-BNHL::SP116665	0	0	0	2496	0	0	0
Lymph-BNHL::SP116674	0	0	0	6066	0	0	0
Lymph-BNHL::SP116657	22238	0	0	0	0	0	0
Lymph-BNHL::SP116670	0	0	0	17627	0	0	0
Lymph-BNHL::SP116642	16744	0	0	0	0	0	0
Lymph-BNHL::SP116606	19934	0	0	0	0	0	0
Lymph-BNHL::SP116604	0	0	0	7210	0	0	0
Lymph-BNHL::SP59376	0	0	0	1950	0	0	0
Lymph-BNHL::SP59272	0	0	0	2553	0	0	0
Lymph-BNHL::SP124969	22978	0	0	0	0	0	0
Lymph-BNHL::SP116608	0	0	0	7243	0	0	0
Lymph-BNHL::SP59396	0	0	0	2069	0	0	0
Lymph-BNHL::SP116688	0	0	0	3681	0	0	0
Lymph-BNHL::SP59392	0	0	0	1809	0	0	0
Lymph-BNHL::SP59456	0	0	0	7645	0	0	0
Lymph-BNHL::SP59348	0	0	0	9148	0	0	0
Lymph-BNHL::SP59300	0	0	13724	0	0	0	0
Lymph-BNHL::SP59340	0	0	0	5271	0	0	0
Lymph-BNHL::SP59380	0	0	0	3384	0	0	0
Lymph-BNHL::SP59440	0	0	0	6829	0	0	0
Lymph-BNHL::SP59428	0	0	0	3098	0	0	0
Lymph-BNHL::SP59400	0	0	0	0	0	0	19774
Lymph-BNHL::SP116624	0	0	0	6110	0	0	0
Lymph-BNHL::SP59432	0	0	0	4275	0	0	0
Lymph-BNHL::SP59452	24195	0	0	0	0	0	0
Lymph-BNHL::SP116679	0	0	0	3556	0	0	0
Lymph-BNHL::SP116676	0	0	0	30194	0	0	0
Lymph-BNHL::SP59360	7864	0	0	0	0	0	0
Lymph-BNHL::SP59384	0	0	0	4042	0	0	0
Lymph-BNHL::SP59332	0	0	0	3725	0	0	0
Lymph-BNHL::SP116616	0	0	0	7898	0	0	0
Lymph-BNHL::SP124981	0	0	0	7247	0	0	0
Lymph-BNHL::SP59368	25277	0	0	0	0	0	0
Lymph-BNHL::SP116648	0	0	0	0	0	0	28529
Lymph-BNHL::SP59420	0	0	0	4053	0	0	0
Lymph-BNHL::SP116706	0	0	0	11162	0	0	0
Lymph-BNHL::SP116654	0	0	0	5556	0	0	0
Lymph-BNHL::SP59308	0	0	0	3904	0	0	0
Lymph-BNHL::SP59288	15263	0	0	0	0	0	0
Lymph-BNHL::SP116622	0	0	0	3061	0	0	0
Lymph-BNHL::SP59316	0	0	0	4152	0	0	0
Lymph-BNHL::SP59324	0	0	0	4583	0	0	0
Lymph-BNHL::SP116697	112529	0	0	0	0	0	0
Lymph-BNHL::SP59304	44342	0	0	0	0	0	0
Lymph-BNHL::SP116620	0	0	0	31697	0	0	0
Lymph-CLL::SP13289	0	0	0	1721	0	0	0
Lymph-CLL::SP116742	0	0	0	1350	0	0	0
Lymph-CLL::SP115134	0	0	0	1055	0	0	0
Lymph-CLL::SP96884	0	0	0	1853	0	0	0
Lymph-CLL::SP13385	0	0	0	2495	0	0	0
Lymph-CLL::SP13291	0	0	0	2713	0	0	0
Lymph-CLL::SP13514	0	0	0	2392	0	0	0
Lymph-CLL::SP115117	0	0	0	1269	0	0	0
Lymph-CLL::SP115114	0	0	0	2987	0	0	0
Lymph-CLL::SP13279	0	0	0	0	0	0	2183
Lymph-CLL::SP13487	0	0	0	1654	0	0	0
Lymph-CLL::SP13361	0	0	0	3635	0	0	0
Lymph-CLL::SP13421	0	0	0	2815	0	0	0
Lymph-CLL::SP116738	0	0	0	1738	0	0	0
Lymph-CLL::SP13293	0	0	0	1907	0	0	0
Lymph-CLL::SP13281	0	0	0	2062	0	0	0
Lymph-CLL::SP13677	0	0	0	1503	0	0	0
Lymph-CLL::SP13399	0	0	0	2311	0	0	0
Lymph-CLL::SP116732	0	0	0	2621	0	0	0
Lymph-CLL::SP115073	0	0	0	1319	0	0	0
Lymph-CLL::SP13307	0	0	0	2701	0	0	0
Lymph-CLL::SP13299	0	0	0	3223	0	0	0
Lymph-CLL::SP13481	0	0	0	1864	0	0	0
Lymph-CLL::SP116780	0	0	0	2994	0	0	0
Lymph-CLL::SP13433	0	0	0	2389	0	0	0
Lymph-CLL::SP115064	0	0	0	2117	0	0	0
Lymph-CLL::SP13359	0	0	0	1638	0	0	0
Lymph-CLL::SP116734	0	0	0	3280	0	0	0
Lymph-CLL::SP116770	0	0	0	1423	0	0	0
Lymph-CLL::SP13323	0	0	0	2043	0	0	0
Lymph-CLL::SP13367	0	0	0	3645	0	0	0
Lymph-CLL::SP96882	0	0	0	4510	0	0	0
Lymph-CLL::SP13283	0	0	0	1529	0	0	0
Lymph-CLL::SP116728	0	0	0	1958	0	0	0
Lymph-CLL::SP13478	0	0	0	2096	0	0	0
Lymph-CLL::SP116744	0	0	0	2542	0	0	0
Lymph-CLL::SP115093	0	0	0	3710	0	0	0
Lymph-CLL::SP13315	0	0	0	755	0	0	0
Lymph-CLL::SP13331	0	0	0	3135	0	0	0
Lymph-CLL::SP115108	0	0	0	3453	0	0	0
Lymph-CLL::SP116752	0	0	0	4343	0	0	0
Lymph-CLL::SP115085	0	0	0	2291	0	0	0
Lymph-CLL::SP115102	0	0	0	2571	0	0	0
Lymph-CLL::SP13379	0	0	0	2051	0	0	0
Lymph-CLL::SP116750	0	0	0	3188	0	0	0
Lymph-CLL::SP115125	0	0	0	1150	0	0	0
Lymph-CLL::SP115089	0	0	0	2528	0	0	0
Lymph-CLL::SP13297	0	0	0	1827	0	0	0
Lymph-CLL::SP13339	0	0	0	1427	0	0	0
Lymph-CLL::SP13671	0	0	0	2716	0	0	0
Lymph-CLL::SP116776	0	0	0	2279	0	0	0
Lymph-CLL::SP13683	0	0	0	1644	0	0	0
Lymph-CLL::SP116758	0	0	0	2512	0	0	0
Lymph-CLL::SP116782	0	0	0	3303	0	0	0
Lymph-CLL::SP13317	0	0	0	1771	0	0	0
Lymph-CLL::SP115128	0	0	0	1681	0	0	0
Lymph-CLL::SP116754	0	0	0	2704	0	0	0
Lymph-CLL::SP116766	0	0	0	5065	0	0	0
Lymph-CLL::SP116748	0	0	0	3320	0	0	0
Lymph-CLL::SP115070	0	0	0	1574	0	0	0
Lymph-CLL::SP115131	0	0	0	2071	0	0	0
Lymph-CLL::SP115097	0	0	0	1889	0	0	0
Lymph-CLL::SP115060	0	0	0	2162	0	0	0
Lymph-CLL::SP13594	0	0	0	1891	0	0	0
Lymph-CLL::SP96834	0	0	0	2630	0	0	0
Lymph-CLL::SP115057	0	0	0	2634	0	0	0
Lymph-CLL::SP116768	0	0	0	2123	0	0	0
Lymph-CLL::SP13442	0	0	0	3063	0	0	0
Lymph-CLL::SP13325	0	0	0	1064	0	0	0
Lymph-CLL::SP116736	0	0	0	2406	0	0	0
Lymph-CLL::SP13619	0	0	0	2265	0	0	0
Lymph-CLL::SP115111	0	0	0	5601	0	0	0
Lymph-CLL::SP116760	0	0	0	2213	0	0	0
Lymph-CLL::SP13311	0	0	0	1805	0	0	0
Lymph-CLL::SP13509	0	0	0	1958	0	0	0
Lymph-CLL::SP13539	0	0	0	1954	0	0	0
Lymph-CLL::SP13624	0	0	0	2067	0	0	0
Lymph-CLL::SP116746	0	0	0	2636	0	0	0
Lymph-CLL::SP13490	0	0	0	2957	0	0	0
Lymph-CLL::SP116774	0	0	0	2360	0	0	0
Lymph-CLL::SP115105	0	0	0	1945	0	0	0
Lymph-CLL::SP13278	0	0	0	2590	0	0	0
Lymph-CLL::SP116756	3747	0	0	0	0	0	0
Lymph-CLL::SP13319	0	0	0	1034	0	0	0
Lymph-CLL::SP13280	0	0	0	2359	0	0	0
Lymph-CLL::SP13363	0	0	0	1482	0	0	0
Lymph-CLL::SP13347	0	0	0	2612	0	0	0
Lymph-CLL::SP116730	0	0	0	3724	0	0	0
Lymph-CLL::SP13365	0	0	0	1414	0	0	0
Lymph-CLL::SP115099	0	0	0	2192	0	0	0
Lymph-CLL::SP116764	0	0	0	1816	0	0	0
Lymph-CLL::SP116772	0	0	0	1989	0	0	0
Lymph-CLL::SP96888	0	0	0	1432	0	0	0
Lymph-CLL::SP13327	0	0	0	4376	0	0	0
Lymph-CLL::SP116740	0	0	0	3247	0	0	0
Myeloid-AML::SP116788	0	0	0	663	0	0	0
Myeloid-AML::SP116789	0	0	0	335	0	0	0
Myeloid-AML::SP116919	21	0	0	0	0	0	0
Myeloid-AML::SP109002	0	0	0	1391	0	0	0
Myeloid-AML::SP109001	0	0	0	519	0	0	0
Myeloid-AML::SP109006	0	0	0	1209	0	0	0
Myeloid-AML::SP108998	0	0	0	2116	0	0	0
Myeloid-AML::SP127706	0	0	0	0	0	0	3353
Myeloid-AML::SP108999	0	0	0	1540	0	0	0
Myeloid-AML::SP109007	0	0	0	1528	0	0	0
Myeloid-AML::SP109003	0	0	0	990	0	0	0
Myeloid-MDS::SP116868	0	0	0	1119	0	0	0
Myeloid-MDS::SP116794	0	0	0	550	0	0	0
Myeloid-MDS::SP116791	0	0	0	637	0	0	0
Myeloid-MDS::SP116866	0	0	0	1074	0	0	0
Myeloid-MPN::SP116883	0	0	0	2002	0	0	0
Myeloid-MPN::SP116815	0	0	0	817	0	0	0
Myeloid-MPN::SP116853	0	0	0	1261	0	0	0
Myeloid-MPN::SP116901	0	0	0	857	0	0	0
Myeloid-MPN::SP116830	0	0	0	3072	0	0	0
Myeloid-MPN::SP116802	0	0	0	846	0	0	0
Myeloid-MPN::SP116885	0	0	0	2260	0	0	0
Myeloid-MPN::SP116834	0	0	0	987	0	0	0
Myeloid-MPN::SP116913	0	0	0	1501	0	0	0
Myeloid-MPN::SP116799	0	0	0	2282	0	0	0
Myeloid-MPN::SP116920	0	0	0	446	0	0	0
Myeloid-MPN::SP116835	0	0	0	1644	0	0	0
Myeloid-MPN::SP116852	0	0	0	829	0	0	0
Myeloid-MPN::SP116902	0	0	0	1225	0	0	0
Myeloid-MPN::SP116871	0	0	0	368	0	0	0
Myeloid-MPN::SP116820	0	0	0	1488	0	0	0
Myeloid-MPN::SP116889	0	0	0	1548	0	0	0
Myeloid-MPN::SP116923	0	0	0	1271	0	0	0
Myeloid-MPN::SP116829	0	0	0	2816	0	0	0
Myeloid-MPN::SP116872	0	0	0	352	0	0	0
Myeloid-MPN::SP116904	0	0	0	269	0	0	0
Myeloid-MPN::SP116806	0	0	0	1664	0	0	0
Myeloid-MPN::SP116857	0	0	0	1603	0	0	0
Myeloid-MPN::SP116888	0	0	0	748	0	0	0
Myeloid-MPN::SP116818	0	0	0	870	0	0	0
Myeloid-MPN::SP116837	0	0	0	3162	0	0	0
Myeloid-MPN::SP116905	0	0	0	376	0	0	0
Myeloid-MPN::SP116804	0	0	0	1743	0	0	0
Myeloid-MPN::SP116819	0	0	0	884	0	0	0
Myeloid-MPN::SP116856	0	0	0	1337	0	0	0
Myeloid-MPN::SP116839	0	0	0	1860	0	0	0
Myeloid-MPN::SP116925	0	0	0	922	0	0	0
Myeloid-MPN::SP116878	0	0	0	1272	0	0	0
Myeloid-MPN::SP116893	0	0	0	1702	0	0	0
Myeloid-MPN::SP116876	0	0	0	182	0	0	0
Myeloid-MPN::SP116927	0	0	0	1324	0	0	0
Myeloid-MPN::SP116909	0	0	0	1067	0	0	0
Myeloid-MPN::SP116795	0	0	0	358	0	0	0
Myeloid-MPN::SP116826	0	0	0	1109	0	0	0
Myeloid-MPN::SP116891	0	0	0	754	0	0	0
Myeloid-MPN::SP116860	0	0	0	1158	0	0	0
Myeloid-MPN::SP116848	0	0	0	1485	0	0	0
Myeloid-MPN::SP116910	0	0	0	2101	0	0	0
Myeloid-MPN::SP116797	0	0	0	274	0	0	0
Myeloid-MPN::SP116862	0	0	0	1773	0	0	0
Myeloid-MPN::SP116823	0	0	0	832	0	0	0
Myeloid-MPN::SP116897	0	0	0	416	0	0	0
Myeloid-MPN::SP116846	0	0	0	966	0	0	0
Myeloid-MPN::SP116784	0	0	0	0	0	0	83
Myeloid-MPN::SP116896	0	0	0	423	0	0	0
Myeloid-MPN::SP116824	0	0	0	648	0	0	0
Myeloid-MPN::SP116881	0	0	0	997	0	0	0
Myeloid-MPN::SP116812	0	0	0	1063	0	0	0
Myeloid-MPN::SP116915	0	0	0	2145	0	0	0
Myeloid-MPN::SP116786	0	0	0	1347	0	0	0
Myeloid-MPN::SP116851	0	0	0	477	0	0	0
Ovary-AdenoCA::SP101845	0	0	0	13557	0	0	0
Ovary-AdenoCA::SP101682	0	0	0	5863	0	0	0
Ovary-AdenoCA::SP61553	2545	0	0	0	0	0	0
Ovary-AdenoCA::SP101724	0	0	15273	0	0	0	0
Ovary-AdenoCA::SP102103	0	0	0	5652	0	0	0
Ovary-AdenoCA::SP102174	0	0	0	9986	0	0	0
Ovary-AdenoCA::SP101622	0	0	0	10834	0	0	0
Ovary-AdenoCA::SP102161	0	0	0	7263	0	0	0
Ovary-AdenoCA::SP101654	0	0	0	8524	0	0	0
Ovary-AdenoCA::SP102074	0	0	0	5024	0	0	0
Ovary-AdenoCA::SP101694	0	0	0	12156	0	0	0
Ovary-AdenoCA::SP101616	0	0	0	12206	0	0	0
Ovary-AdenoCA::SP101666	0	0	0	7399	0	0	0
Ovary-AdenoCA::SP101558	0	0	0	0	0	0	5887
Ovary-AdenoCA::SP102096	0	0	0	5159	0	0	0
Ovary-AdenoCA::SP102084	0	0	0	6633	0	0	0
Ovary-AdenoCA::SP101580	0	0	0	7041	0	0	0
Ovary-AdenoCA::SP102064	0	0	6815	0	0	0	0
Ovary-AdenoCA::SP101564	0	0	5546	0	0	0	0
Ovary-AdenoCA::SP101921	0	0	10583	0	0	0	0
Ovary-AdenoCA::SP101648	0	0	7650	0	0	0	0
Ovary-AdenoCA::SP101628	0	0	0	8082	0	0	0
Ovary-AdenoCA::SP101708	0	0	0	5040	0	0	0
Ovary-AdenoCA::SP102055	0	0	0	2886	0	0	0
Ovary-AdenoCA::SP101634	0	0	8963	0	0	0	0
Ovary-AdenoCA::SP101588	0	0	0	6688	0	0	0
Ovary-AdenoCA::SP101584	0	0	0	7208	0	0	0
Ovary-AdenoCA::SP101686	0	0	0	5453	0	0	0
Ovary-AdenoCA::SP101532	0	0	9066	0	0	0	0
Ovary-AdenoCA::SP101732	0	0	0	0	15966	0	0
Ovary-AdenoCA::SP101528	0	0	0	7441	0	0	0
Ovary-AdenoCA::SP101536	0	0	0	4098	0	0	0
Ovary-AdenoCA::SP101576	0	0	0	10009	0	0	0
Ovary-AdenoCA::SP102015	0	0	14533	0	0	0	0
Ovary-AdenoCA::SP102168	0	0	0	4401	0	0	0
Ovary-AdenoCA::SP101716	0	0	0	13860	0	0	0
Ovary-AdenoCA::SP101592	0	0	0	7070	0	0	0
Ovary-AdenoCA::SP101658	0	0	0	1946	0	0	0
Ovary-AdenoCA::SP102045	0	0	19440	0	0	0	0
Ovary-AdenoCA::SP101552	0	0	0	0	0	0	17006
Ovary-AdenoCA::SP101519	0	0	0	7156	0	0	0
Ovary-AdenoCA::SP101690	0	0	0	13779	0	0	0
Ovary-AdenoCA::SP102123	0	0	0	0	6961	0	0
Ovary-AdenoCA::SP101662	0	0	0	6352	0	0	0
Ovary-AdenoCA::SP101600	0	0	0	2150	0	0	0
Ovary-AdenoCA::SP101544	0	0	0	6411	0	0	0
Ovary-AdenoCA::SP102133	0	0	0	40624	0	0	0
Ovary-AdenoCA::SP101881	0	0	10085	0	0	0	0
Ovary-AdenoCA::SP102035	0	0	0	7237	0	0	0
Ovary-AdenoCA::SP101642	0	0	0	17059	0	0	0
Ovary-AdenoCA::SP101596	0	0	0	5261	0	0	0
Ovary-AdenoCA::SP101670	0	0	0	13280	0	0	0
Ovary-AdenoCA::SP101674	0	0	0	6450	0	0	0
Ovary-AdenoCA::SP101572	0	0	0	3731	0	0	0
Ovary-AdenoCA::SP101678	0	0	0	14968	0	0	0
Ovary-AdenoCA::SP101740	0	0	0	19236	0	0	0
Ovary-AdenoCA::SP101700	0	0	7269	0	0	0	0
Ovary-AdenoCA::SP101891	0	0	0	13145	0	0	0
Ovary-AdenoCA::SP102143	0	0	8649	0	0	0	0
Ovary-AdenoCA::SP102113	0	0	0	6283	0	0	0
Ovary-AdenoCA::SP101521	0	0	0	5945	0	0	0
Ovary-AdenoCA::SP101526	0	0	18260	0	0	0	0
Ovary-AdenoCA::SP101540	0	0	0	4886	0	0	0
Ovary-AdenoCA::SP101604	0	0	0	6626	0	0	0
Ovary-AdenoCA::SP101548	0	0	0	6641	0	0	0
Ovary-AdenoCA::SP101523	0	0	0	6403	0	0	0
Ovary-AdenoCA::SP102090	0	0	0	8356	0	0	0
Ovary-AdenoCA::SP101795	0	0	10174	0	0	0	0
Ovary-AdenoCA::SP102187	0	0	0	10175	0	0	0
Ovary-AdenoCA::SP101515	0	0	0	6428	0	0	0
Ovary-AdenoCA::SP101931	0	0	13965	0	0	0	0
Ovary-AdenoCA::SP101610	0	0	0	0	0	0	6816
Ovary-AdenoCA::SP61703	0	0	0	8091	0	0	0
Ovary-AdenoCA::SP59707	0	0	0	1947	0	0	0
Ovary-AdenoCA::SP68659	0	0	0	5255	0	0	0
Ovary-AdenoCA::SP62616	0	0	0	0	0	0	13853
Ovary-AdenoCA::SP59761	0	0	0	5617	0	0	0
Ovary-AdenoCA::SP66960	0	0	0	4235	0	0	0
Ovary-AdenoCA::SP61453	0	0	0	5064	0	0	0
Ovary-AdenoCA::SP63796	0	0	0	5517	0	0	0
Ovary-AdenoCA::SP69155	0	0	0	3980	0	0	0
Ovary-AdenoCA::SP59950	0	0	0	19067	0	0	0
Ovary-AdenoCA::SP59938	0	0	7170	0	0	0	0
Ovary-AdenoCA::SP64976	0	0	0	7473	0	0	0
Ovary-AdenoCA::SP64296	0	0	0	0	0	0	11445
Ovary-AdenoCA::SP65807	0	0	11920	0	0	0	0
Ovary-AdenoCA::SP59803	0	0	0	8551	0	0	0
Ovary-AdenoCA::SP66159	0	0	11586	0	0	0	0
Ovary-AdenoCA::SP63356	0	0	0	6597	0	0	0
Ovary-AdenoCA::SP68348	0	0	9418	0	0	0	0
Ovary-AdenoCA::SP62450	0	0	0	3113	0	0	0
Ovary-AdenoCA::SP67428	0	0	7164	0	0	0	0
Ovary-AdenoCA::SP61713	0	0	0	6488	0	0	0
Ovary-AdenoCA::SP68725	0	0	0	0	0	0	4517
Ovary-AdenoCA::SP67609	0	0	0	12937	0	0	0
Ovary-AdenoCA::SP62110	0	0	0	8994	0	0	0
Ovary-AdenoCA::SP64546	0	0	0	5392	0	0	0
Ovary-AdenoCA::SP63546	0	0	0	9567	0	0	0
Ovary-AdenoCA::SP60322	0	0	0	5908	0	0	0
Ovary-AdenoCA::SP60243	0	0	0	6006	0	0	0
Ovary-AdenoCA::SP63966	0	0	0	5907	0	0	0
Ovary-AdenoCA::SP60362	0	0	0	4057	0	0	0
Ovary-AdenoCA::SP69077	0	0	16149	0	0	0	0
Ovary-AdenoCA::SP67346	0	0	0	10066	0	0	0
Ovary-AdenoCA::SP66687	0	0	0	6732	0	0	0
Ovary-AdenoCA::SP63716	0	0	0	4208	0	0	0
Ovary-AdenoCA::SP65376	0	0	14389	0	0	0	0
Ovary-AdenoCA::SP61343	0	0	0	5431	0	0	0
Ovary-AdenoCA::SP60001	0	0	12019	0	0	0	0
Ovary-AdenoCA::SP59860	0	0	0	9467	0	0	0
Ovary-AdenoCA::SP60610	0	0	0	3250	0	0	0
Ovary-AdenoCA::SP64036	0	0	7871	0	0	0	0
